Class,AU01,AU02,AU05,AU06,AU09,AU10,AU11,AU12,AU15,AU24,AU25,AU26,anger,disgust,fear,happiness,sadness,surprise,neutral
Non Suicidal,0.571496287,0.433704517,0.476443464,0.683398178,0.26260565,0.409630341,0.496938973,0.775845986,0.483530495,0.525074476,0.58977878,0.260176999,0.029241287,0.019450809,0.038368843,0.65411863,0.028725025,0.15829637,0.63335919
Non Suicidal,0.236827315,0.470357142,0.584193577,0.756919607,0.397935448,0.837916674,0.473372841,0.498638526,0.313166262,0.447265977,0.446438425,0.395294468,0.016029719,0.029170819,0.061078443,0.974656728,0.076396399,0.308642234,0.695397842
Non Suicidal,0.350097731,0.402757465,0.364829343,0.820449405,0.560491543,0.767544151,0.476450026,0.614717095,0.50890475,0.646315334,0.807141285,0.186794611,0.01452637,0.006339329,0.015585777,0.288250146,0.065416811,0.43491659,0.674245344
Suicidal,0.701847775,0.389869719,0.618242453,0.290559797,0.420951626,0.218258303,0.477790051,0.780813118,0.251210442,0.182821414,0.47886066,0.186076796,0.143686275,0.176508621,0.936360524,0.049324057,0.5205982,0.472528026,0.503885543
Suicidal,0.512445746,0.45565073,0.224618974,0.187845632,0.326094941,0.473475946,0.48216774,0.153335392,0.22718868,0.385019003,0.404302063,0.11851955,0.364129821,0.035735228,0.354131655,0.038116884,0.798340027,0.444114492,0.398570918
Suicidal,0.582373633,0.470569332,0.459038393,0.281972792,0.405675214,0.58601053,0.462226166,0.69586231,0.349727964,0.342799828,0.115371695,0.073511201,0.665480695,0.211710645,0.81091431,0.043801664,0.48613922,0.761802586,0.355920877
Suicidal,0.541561899,0.38568147,0.313134086,0.187289025,0.302185615,0.144487463,0.46838066,0.483687187,0.375884314,0.358106799,0.119079652,0.103980819,0.779459052,0.09528789,0.75462254,0.05917824,0.441871727,0.650482617,0.444482932
Suicidal,0.34111503,0.4760691,0.3654081,0.07268662,0.17442286,0.15437073,0.4666561,0.03180341,0.12366459,0.5441572,0.011399886,0.03541048,0.00052868,3.29E-05,5.74E-05,0.013968819,0.36026567,3.88E-05,0.62510765
Non Suicidal,0.415573755,0.538238671,0.43898303,0.461643646,0.529118187,0.910985455,0.472143087,0.578527942,0.151912961,0.631645663,0.567670232,0.479761561,0.048531623,0.006875901,0.087485237,0.673801686,0.068173299,0.324729297,0.566721595
Non Suicidal,0.315908072,0.495673346,0.478434488,0.873657513,0.287869521,0.511275495,0.512686776,0.791482383,0.341171195,0.428110158,0.470978875,0.596785444,0.086892881,0.021442477,0.039371683,0.565400907,0.059769736,0.065173572,0.70109058
Suicidal,0.468594855,0.475225264,0.584170969,0.227258151,0.106954377,0.474428006,0.504463071,0.804281676,0.051318677,0.100697288,0.631572396,0.26704419,0.72522294,0.143460133,0.211482888,0.042463553,0.955679942,0.751761567,0.454595243
Non Suicidal,0.237386406,0.43605002,0.314617744,0.631919388,0.20530064,0.694081457,0.488108282,0.607375246,0.482563396,0.511339597,0.877022464,0.304684894,0.019375523,0.020050766,0.032705345,0.406603289,0.003637198,0.275982707,0.639493707
